PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq,Fare_bin
364,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
365,0,3,male,1,0,15,Q,U,1014,Mr,63,7,Small,2,high
366,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
367,1,1,female,1,0,75,C,D,46,Mrs,113,9,Small,2,superhigh
368,1,3,female,0,0,7,C,U,1014,Mrs,113,3,Alone,1,low
369,1,3,female,0,0,7,Q,U,1014,Miss,60,2,Alone,1,low
370,1,1,female,0,0,69,C,B,65,Mrs,113,3,Alone,2,superhigh
371,1,1,male,1,0,55,C,E,41,Mr,157,3,Small,2,superhigh
372,0,3,male,1,0,6,S,U,1014,Mr,623,1,Small,1,low
373,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,medium
374,0,1,male,0,0,135,C,U,1014,Mr,157,2,Alone,4,superhigh
375,0,3,female,3,1,21,S,U,1014,Miss,293,0,Medium,5,high
376,1,1,female,1,0,82,C,U,1014,Mrs,113,6,Small,2,superhigh
377,1,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1,low
378,0,1,male,0,2,211,C,C,94,Mr,157,4,Small,5,superhigh
379,0,3,male,0,0,4,C,U,1014,Mr,157,2,Alone,1,low
380,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1,low
381,1,1,female,0,0,227,C,U,1014,Miss,113,8,Alone,5,superhigh
382,1,3,female,0,2,15,C,U,1014,Miss,113,0,Small,3,high
383,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
384,1,1,female,1,0,52,S,U,1014,Mrs,293,6,Small,2,superhigh
385,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1,low
386,0,2,male,0,0,73,S,U,1014,Mr,623,1,Alone,7,superhigh
387,0,3,male,5,2,46,S,U,1014,Master,623,0,Large,8,superhigh
388,1,2,female,0,0,13,S,U,1014,Miss,293,7,Alone,1,high
389,0,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1,low
390,1,2,female,0,0,12,C,U,1014,Miss,113,1,Alone,1,high
391,1,1,male,1,2,120,S,B,65,Mr,623,7,Small,4,superhigh
392,1,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
393,0,3,male,2,0,7,S,U,1014,Mr,623,4,Small,1,low
394,1,1,female,1,0,113,C,D,46,Miss,113,3,Small,3,superhigh
395,1,3,female,0,2,16,S,G,5,Mrs,293,3,Small,3,high
396,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
397,0,3,female,0,0,7,S,U,1014,Miss,293,5,Alone,1,low
398,0,2,male,0,0,26,S,U,1014,Mr,623,8,Alone,2,veryHigh
399,0,2,male,0,0,10,S,U,1014,Rare,623,3,Alone,1,medium
400,1,2,female,0,0,12,S,U,1014,Mrs,293,4,Alone,1,high
401,1,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,low
402,0,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1,medium
403,0,3,female,1,0,9,S,U,1014,Miss,293,2,Small,1,medium
404,0,3,male,1,0,15,S,U,1014,Mr,623,4,Small,2,high
405,0,3,female,0,0,8,S,U,1014,Miss,293,2,Alone,1,medium
406,0,2,male,1,0,21,S,U,1014,Mr,623,6,Small,2,high
407,0,3,male,0,0,7,S,U,1014,Mr,623,9,Alone,1,low
408,1,2,male,1,1,18,S,U,1014,Master,623,0,Small,3,high
409,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
410,0,3,female,3,1,25,S,U,1014,Miss,293,7,Medium,5,veryHigh
411,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
412,0,3,male,0,0,6,Q,U,1014,Mr,63,2,Alone,1,low
413,1,1,female,1,0,90,Q,C,94,Miss,60,6,Small,3,superhigh
414,0,2,male,0,0,0,S,U,1014,Mr,623,6,Alone,3,low
415,1,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1,low
416,0,3,female,0,0,8,S,U,1014,Mrs,293,1,Alone,1,medium
417,1,2,female,1,1,32,S,U,1014,Mrs,293,6,Small,3,veryHigh
418,1,2,female,0,2,13,S,U,1014,Miss,293,1,Small,1,high
419,0,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1,high
420,0,3,female,0,2,24,S,U,1014,Miss,293,0,Small,3,veryHigh
421,0,3,male,0,0,7,C,U,1014,Mr,157,7,Alone,1,low
422,0,3,male,0,0,7,Q,U,1014,Mr,63,2,Alone,1,low
423,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
424,0,3,female,1,1,14,S,U,1014,Mrs,293,4,Small,3,high
425,0,3,male,1,1,20,S,U,1014,Mr,623,1,Small,3,high
426,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
427,1,2,female,1,0,26,S,U,1014,Mrs,293,4,Small,2,veryHigh
428,1,2,female,0,0,26,S,U,1014,Miss,293,1,Alone,2,veryHigh
429,0,3,male,0,0,7,Q,U,1014,Mr,63,1,Alone,1,low
430,1,3,male,0,0,8,S,E,41,Mr,623,6,Alone,1,medium
431,1,1,male,0,0,26,S,C,94,Mr,623,4,Alone,1,veryHigh
432,1,3,female,1,0,16,S,U,1014,Mrs,293,3,Small,2,high
433,1,2,female,1,0,26,S,U,1014,Mrs,293,8,Small,2,veryHigh
434,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1,low
435,0,1,male,1,0,55,S,E,41,Mr,623,9,Small,2,superhigh
436,1,1,female,1,2,120,S,B,65,Miss,293,0,Small,4,superhigh
437,0,3,female,2,2,34,S,U,1014,Miss,293,2,Medium,5,veryHigh
438,1,2,female,2,3,18,S,U,1014,Mrs,293,3,Medium,3,high
439,0,1,male,1,4,263,S,C,94,Mr,623,9,Medium,6,superhigh
440,0,2,male,0,0,10,S,U,1014,Mr,623,5,Alone,1,medium
441,1,2,female,1,1,26,S,U,1014,Mrs,293,8,Small,3,veryHigh
442,0,3,male,0,0,9,S,U,1014,Mr,623,2,Alone,1,medium
443,0,3,male,1,0,7,S,U,1014,Mr,623,3,Small,1,low
444,1,2,female,0,0,13,S,U,1014,Miss,293,4,Alone,1,high
445,1,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,medium
446,1,1,male,0,2,81,S,A,22,Master,623,0,Small,3,superhigh
447,1,2,female,0,1,19,S,U,1014,Miss,293,0,Small,2,high
448,1,1,male,0,0,26,S,U,1014,Mr,623,6,Alone,1,veryHigh
449,1,3,female,2,1,19,C,U,1014,Miss,113,0,Small,4,high
450,1,1,male,0,0,30,S,C,94,Rare,623,9,Alone,1,veryHigh
451,0,2,male,1,2,27,S,U,1014,Mr,623,7,Small,4,veryHigh
452,0,3,male,1,0,19,S,U,1014,Mr,623,3,Small,1,high
453,0,1,male,0,0,27,C,C,94,Mr,157,5,Alone,1,veryHigh
454,1,1,male,1,0,89,C,C,94,Mr,157,9,Small,2,superhigh
455,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,medium
456,1,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1,low
457,0,1,male,0,0,26,S,E,41,Mr,623,9,Alone,1,veryHigh
458,1,1,female,1,0,51,S,D,46,Mrs,293,8,Small,2,superhigh
459,1,2,female,0,0,10,S,U,1014,Miss,293,9,Alone,1,medium
460,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1,low
461,1,1,male,0,0,26,S,E,41,Mr,623,8,Alone,1,veryHigh
462,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,medium
463,0,1,male,0,0,38,S,E,41,Mr,623,8,Alone,1,veryHigh
464,0,2,male,0,0,13,S,U,1014,Mr,623,8,Alone,1,high
465,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1,medium
466,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,low
467,0,2,male,0,0,0,S,U,1014,Mr,623,3,Alone,3,low
468,0,1,male,0,0,26,S,U,1014,Mr,623,9,Alone,1,veryHigh
469,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1,low
470,1,3,female,2,1,19,C,U,1014,Miss,113,0,Small,4,high
471,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
472,0,3,male,0,0,8,S,U,1014,Mr,623,7,Alone,1,medium
473,1,2,female,1,2,27,S,U,1014,Mrs,293,6,Small,4,veryHigh
474,1,2,female,0,0,13,C,D,46,Mrs,113,3,Alone,1,high
475,0,3,female,0,0,9,S,U,1014,Miss,293,2,Alone,1,medium
476,0,1,male,0,0,52,S,A,22,Mr,623,6,Alone,2,superhigh
477,0,2,male,1,0,21,S,U,1014,Mr,623,6,Small,2,high
478,0,3,male,1,0,7,S,U,1014,Mr,623,5,Small,1,low
479,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
480,1,3,female,0,1,12,S,U,1014,Miss,293,0,Small,2,high
481,0,3,male,5,2,46,S,U,1014,Master,623,0,Large,8,superhigh
482,0,2,male,0,0,0,S,U,1014,Mr,623,7,Alone,1,low
483,0,3,male,0,0,8,S,U,1014,Mr,623,9,Alone,1,medium
484,1,3,female,0,0,9,S,U,1014,Mrs,293,9,Alone,1,medium
485,1,1,male,1,0,91,C,B,65,Mr,157,3,Small,2,superhigh
486,0,3,female,3,1,25,S,U,1014,Miss,293,1,Medium,5,veryHigh
487,1,1,female,1,0,90,S,C,94,Mrs,293,6,Small,2,superhigh
488,0,1,male,0,0,29,C,B,65,Mr,157,9,Alone,1,veryHigh
489,0,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1,medium
490,1,3,male,1,1,15,S,U,1014,Master,623,0,Small,3,high
491,0,3,male,1,0,19,S,U,1014,Mr,623,1,Small,1,high
492,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
493,0,1,male,0,0,30,S,C,94,Mr,623,9,Alone,1,veryHigh
494,0,1,male,0,0,49,C,U,1014,Mr,157,9,Alone,1,superhigh
495,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1,medium
496,0,3,male,0,0,14,C,U,1014,Mr,157,6,Alone,2,high
497,1,1,female,1,0,78,C,D,46,Miss,113,9,Small,2,superhigh
498,0,3,male,0,0,15,S,U,1014,Mr,623,7,Alone,2,high
499,0,1,female,1,2,151,S,C,94,Mrs,293,3,Small,6,superhigh
500,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
501,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,medium
502,0,3,female,0,0,7,Q,U,1014,Miss,60,2,Alone,1,low
503,0,3,female,0,0,7,Q,U,1014,Miss,60,8,Alone,1,low
504,0,3,female,0,0,9,S,U,1014,Miss,293,7,Alone,1,medium
505,1,1,female,0,0,86,S,B,65,Miss,293,1,Alone,3,superhigh
506,0,1,male,1,0,108,C,C,94,Mr,157,1,Small,3,superhigh
507,1,2,female,0,2,26,S,U,1014,Mrs,293,6,Small,3,veryHigh
508,1,1,male,0,0,26,S,U,1014,Mr,623,2,Alone,1,veryHigh
509,0,3,male,0,0,22,S,U,1014,Mr,623,4,Alone,3,veryHigh
510,1,3,male,0,0,56,S,U,1014,Mr,623,4,Alone,8,superhigh
511,1,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1,low
512,0,3,male,0,0,8,S,U,1014,Mr,623,7,Alone,1,medium
513,1,1,male,0,0,26,S,E,41,Mr,623,7,Alone,1,veryHigh
514,1,1,female,1,0,59,C,U,1014,Mrs,113,9,Small,2,superhigh
515,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
516,0,1,male,0,0,34,S,D,46,Mr,623,8,Alone,1,veryHigh
517,1,2,female,0,0,10,S,F,21,Mrs,293,6,Alone,1,medium
518,0,3,male,0,0,24,Q,U,1014,Mr,63,4,Alone,3,veryHigh
519,1,2,female,1,0,26,S,U,1014,Mrs,293,7,Small,2,veryHigh
520,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
521,1,1,female,0,0,93,S,B,65,Miss,293,5,Alone,4,superhigh
522,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
523,0,3,male,0,0,7,C,U,1014,Mr,157,8,Alone,1,low
524,1,1,female,0,1,57,C,B,65,Mrs,113,8,Small,2,superhigh
525,0,3,male,0,0,7,C,U,1014,Mr,157,1,Alone,1,low
526,0,3,male,0,0,7,Q,U,1014,Mr,63,8,Alone,1,low
527,1,2,female,0,0,10,S,U,1014,Miss,293,9,Alone,1,medium
528,0,1,male,0,0,221,S,C,94,Mr,623,3,Alone,4,superhigh
529,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,low
530,0,2,male,2,1,11,S,U,1014,Mr,623,3,Small,1,high
531,1,2,female,1,1,26,S,U,1014,Miss,293,0,Small,3,veryHigh
532,0,3,male,0,0,7,C,U,1014,Mr,157,1,Alone,1,low
533,0,3,male,1,1,7,C,U,1014,Mr,157,1,Small,1,low
534,1,3,female,0,2,22,C,U,1014,Mrs,113,7,Small,3,veryHigh
535,0,3,female,0,0,8,S,U,1014,Miss,293,5,Alone,1,medium
536,1,2,female,0,2,26,S,U,1014,Miss,293,0,Small,3,veryHigh
537,0,1,male,0,0,26,S,B,65,Rare,623,8,Alone,1,veryHigh
538,1,1,female,0,0,106,C,U,1014,Miss,113,5,Alone,3,superhigh
539,0,3,male,0,0,14,S,U,1014,Mr,623,6,Alone,2,high
540,1,1,female,0,2,49,C,B,65,Miss,113,2,Small,1,superhigh
541,1,1,female,0,2,71,S,B,65,Miss,293,7,Small,2,superhigh
542,0,3,female,4,2,31,S,U,1014,Miss,293,0,Large,7,veryHigh
543,0,3,female,4,2,31,S,U,1014,Miss,293,0,Large,7,veryHigh
544,1,2,male,1,0,26,S,U,1014,Mr,623,6,Small,2,veryHigh
545,0,1,male,1,0,106,C,C,94,Mr,157,9,Small,3,superhigh
546,0,1,male,0,0,26,S,U,1014,Mr,623,9,Alone,1,veryHigh
547,1,2,female,1,0,26,S,U,1014,Mrs,293,1,Small,2,veryHigh
548,1,2,male,0,0,13,C,U,1014,Mr,157,3,Alone,1,high
549,0,3,male,1,1,20,S,U,1014,Mr,623,6,Small,3,high
550,1,2,male,1,1,36,S,U,1014,Master,623,0,Small,4,veryHigh
551,1,1,male,0,2,110,C,C,94,Mr,157,1,Small,4,superhigh
552,0,2,male,0,0,26,S,U,1014,Mr,623,4,Alone,2,veryHigh
553,0,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1,low
554,1,3,male,0,0,7,C,U,1014,Mr,157,2,Alone,1,low
555,1,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1,low
556,0,1,male,0,0,26,S,U,1014,Mr,623,9,Alone,1,veryHigh
557,1,1,female,1,0,39,C,A,22,Rare,113,9,Small,1,veryHigh
558,0,1,male,0,0,227,C,U,1014,Mr,157,6,Alone,5,superhigh
559,1,1,female,1,1,79,S,E,41,Mrs,293,7,Small,3,superhigh
560,1,3,female,1,0,17,S,U,1014,Mrs,293,7,Small,2,high
561,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1,low
562,0,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1,low
563,0,2,male,0,0,13,S,U,1014,Mr,623,4,Alone,1,high
564,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,medium
565,0,3,female,0,0,8,S,U,1014,Miss,293,2,Alone,1,medium
566,0,3,male,2,0,24,S,U,1014,Mr,623,3,Small,3,veryHigh
567,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1,low
568,0,3,female,0,4,21,S,U,1014,Mrs,293,5,Medium,5,high
569,0,3,male,0,0,7,C,U,1014,Mr,157,1,Alone,1,low
570,1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
571,1,2,male,0,0,10,S,U,1014,Mr,623,9,Alone,1,medium
572,1,1,female,2,0,51,S,C,94,Mrs,293,9,Small,2,superhigh
573,1,1,male,0,0,26,S,E,41,Mr,623,7,Alone,1,veryHigh
574,1,3,female,0,0,7,Q,U,1014,Miss,60,5,Alone,1,low
575,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,medium
576,0,3,male,0,0,14,S,U,1014,Mr,623,1,Alone,2,high
577,1,2,female,0,0,13,S,U,1014,Miss,293,6,Alone,1,high
578,1,1,female,1,0,55,S,E,41,Mrs,293,7,Small,2,superhigh
579,0,3,female,1,0,14,C,U,1014,Mrs,113,7,Small,2,high
580,1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
581,1,2,female,1,1,30,S,U,1014,Miss,293,3,Small,2,veryHigh
582,1,1,female,1,1,110,C,C,94,Mrs,113,7,Small,4,superhigh
583,0,2,male,0,0,26,S,U,1014,Mr,623,9,Alone,2,veryHigh
584,0,1,male,0,0,40,C,A,22,Mr,157,7,Alone,1,veryHigh
585,0,3,male,0,0,8,C,U,1014,Mr,157,1,Alone,1,medium
586,1,1,female,0,2,79,S,E,41,Miss,293,1,Small,3,superhigh
587,0,2,male,0,0,15,S,U,1014,Mr,623,8,Alone,1,high
588,1,1,male,1,1,79,C,B,65,Mr,157,9,Small,2,superhigh
589,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1,medium
590,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1,medium
591,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
592,1,1,female,1,0,78,C,D,46,Mrs,113,9,Small,2,superhigh
593,0,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1,low
594,0,3,female,0,2,7,Q,U,1014,Miss,60,1,Small,1,low
595,0,2,male,1,0,26,S,U,1014,Mr,623,7,Small,2,veryHigh
596,0,3,male,1,1,24,S,U,1014,Mr,623,7,Small,3,veryHigh
597,1,2,female,0,0,33,S,U,1014,Miss,293,3,Alone,3,veryHigh
598,0,3,male,0,0,0,S,U,1014,Mr,623,9,Alone,4,low
599,0,3,male,0,0,7,C,U,1014,Mr,157,7,Alone,1,low
600,1,1,male,1,0,56,C,A,22,Rare,157,9,Small,2,superhigh
601,1,2,female,2,1,27,S,U,1014,Mrs,293,3,Small,2,veryHigh
602,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
603,0,1,male,0,0,42,S,U,1014,Mr,623,4,Alone,2,superhigh
604,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1,medium
605,1,1,male,0,0,26,C,U,1014,Mr,157,6,Alone,1,veryHigh
606,0,3,male,1,0,15,S,U,1014,Mr,623,7,Small,2,high
607,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1,low
608,1,1,male,0,0,30,S,U,1014,Mr,623,4,Alone,1,veryHigh
609,1,2,female,1,2,41,C,U,1014,Mrs,113,2,Small,4,veryHigh
610,1,1,female,0,0,153,S,C,94,Miss,293,8,Alone,3,superhigh
611,0,3,female,1,5,31,S,U,1014,Mrs,293,7,Large,7,veryHigh
612,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
613,1,3,female,1,0,15,Q,U,1014,Miss,60,3,Small,2,high
614,0,3,male,0,0,7,Q,U,1014,Mr,63,7,Alone,1,low
615,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1,medium
616,1,2,female,1,2,65,S,U,1014,Miss,293,3,Small,5,superhigh
617,0,3,male,1,1,14,S,U,1014,Mr,623,6,Small,3,high
618,0,3,female,1,0,16,S,U,1014,Mrs,293,4,Small,2,high
619,1,2,female,2,1,39,S,F,21,Miss,293,0,Small,4,veryHigh
620,0,2,male,0,0,10,S,U,1014,Mr,623,4,Alone,1,medium
621,0,3,male,1,0,14,C,U,1014,Mr,157,4,Small,2,high
622,1,1,male,1,0,52,S,D,46,Mr,623,8,Small,2,superhigh
623,1,3,male,1,1,15,C,U,1014,Mr,157,2,Small,3,high
624,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
625,0,3,male,0,0,16,S,U,1014,Mr,623,2,Alone,2,high
626,0,1,male,0,0,32,S,D,46,Mr,623,9,Alone,1,veryHigh
627,0,2,male,0,0,12,Q,U,1014,Rare,63,9,Alone,1,high
628,1,1,female,0,0,77,S,D,46,Miss,293,2,Alone,3,superhigh
629,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
630,0,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1,low
631,1,1,male,0,0,30,S,A,22,Mr,623,9,Alone,1,veryHigh
632,0,3,male,0,0,7,S,U,1014,Mr,623,9,Alone,1,low
633,1,1,male,0,0,30,C,B,65,Rare,157,6,Alone,1,veryHigh
634,0,1,male,0,0,0,S,U,1014,Mr,623,4,Alone,1,low
635,0,3,female,3,2,27,S,U,1014,Miss,293,0,Medium,6,veryHigh
636,1,2,female,0,0,13,S,U,1014,Miss,293,4,Alone,1,high
637,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
638,0,2,male,1,1,26,S,U,1014,Mr,623,5,Small,3,veryHigh
639,0,3,female,0,5,39,S,U,1014,Mrs,293,8,Medium,7,veryHigh
640,0,3,male,1,0,16,S,U,1014,Mr,623,1,Small,2,high
641,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
642,1,1,female,0,0,69,C,B,65,Miss,113,3,Alone,2,superhigh
643,0,3,female,3,2,27,S,U,1014,Miss,293,0,Medium,6,veryHigh
644,1,3,male,0,0,56,S,U,1014,Mr,623,6,Alone,8,superhigh
645,1,3,female,2,1,19,C,U,1014,Miss,113,0,Small,4,high
646,1,1,male,1,0,76,C,D,46,Mr,157,9,Small,3,superhigh
647,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1,low
648,1,1,male,0,0,35,C,A,22,Rare,157,9,Alone,1,veryHigh
649,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,low
650,1,3,female,0,0,7,S,U,1014,Miss,293,3,Alone,1,low
651,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,low
652,1,2,female,0,1,23,S,U,1014,Miss,293,1,Small,2,veryHigh
653,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1,medium
654,1,3,female,0,0,7,Q,U,1014,Miss,60,0,Alone,1,low
655,0,3,female,0,0,6,Q,U,1014,Miss,60,1,Alone,1,low
656,0,2,male,2,0,73,S,U,1014,Mr,623,3,Small,7,superhigh
657,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,low
658,0,3,female,1,1,15,Q,U,1014,Mrs,60,6,Small,2,high
659,0,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1,high
660,0,1,male,0,2,113,C,D,46,Mr,157,9,Small,3,superhigh
661,1,1,male,2,0,133,S,U,1014,Rare,623,9,Small,2,superhigh
662,0,3,male,0,0,7,C,U,1014,Mr,157,8,Alone,1,low
663,0,1,male,0,0,25,S,E,41,Mr,623,8,Alone,1,veryHigh
664,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,low
665,1,3,male,1,0,7,S,U,1014,Mr,623,2,Small,1,low
666,0,2,male,2,0,73,S,U,1014,Mr,623,6,Small,7,superhigh
667,0,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1,high
668,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1,low
669,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1,medium
670,1,1,female,1,0,52,S,C,94,Mrs,293,8,Small,2,superhigh
671,1,2,female,1,1,39,S,U,1014,Mrs,293,8,Small,3,veryHigh
672,0,1,male,1,0,52,S,B,65,Mr,623,5,Small,2,superhigh
673,0,2,male,0,0,10,S,U,1014,Mr,623,9,Alone,1,medium
674,1,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1,high
675,0,2,male,0,0,0,S,U,1014,Mr,623,5,Alone,1,low
676,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1,low
677,0,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1,medium
678,1,3,female,0,0,9,S,U,1014,Miss,293,1,Alone,1,medium
679,0,3,female,1,6,46,S,U,1014,Mrs,293,8,Large,8,superhigh
680,1,1,male,0,1,512,C,B,65,Mr,157,7,Small,4,superhigh
681,0,3,female,0,0,8,Q,U,1014,Miss,60,2,Alone,1,medium
682,1,1,male,0,0,76,C,D,46,Mr,157,4,Alone,3,superhigh
683,0,3,male,0,0,9,S,U,1014,Mr,623,2,Alone,1,medium
684,0,3,male,5,2,46,S,U,1014,Mr,623,0,Large,8,superhigh
685,0,2,male,1,1,39,S,U,1014,Mr,623,9,Small,3,veryHigh
686,0,2,male,1,2,41,C,U,1014,Mr,157,3,Small,4,veryHigh
687,0,3,male,4,1,39,S,U,1014,Mr,623,0,Medium,7,veryHigh
688,0,3,male,0,0,10,S,U,1014,Mr,623,1,Alone,1,medium
689,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1,low
690,1,1,female,0,1,211,S,B,65,Miss,293,0,Small,4,superhigh
691,1,1,male,1,0,57,S,B,65,Mr,623,5,Small,2,superhigh
692,1,3,female,0,1,13,C,U,1014,Miss,113,0,Small,2,high
693,1,3,male,0,0,56,S,U,1014,Mr,623,2,Alone,8,superhigh
694,0,3,male,0,0,7,C,U,1014,Mr,157,3,Alone,1,low
695,0,1,male,0,0,26,S,U,1014,Rare,623,9,Alone,1,veryHigh
696,0,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,1,high
697,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1,medium
698,1,3,female,0,0,7,Q,U,1014,Miss,60,5,Alone,1,low
699,0,1,male,1,1,110,C,C,94,Mr,157,9,Small,4,superhigh
700,0,3,male,0,0,7,S,F,21,Mr,623,8,Alone,1,low
701,1,1,female,1,0,227,C,C,94,Mrs,113,1,Small,5,superhigh
702,1,1,male,0,0,26,S,E,41,Mr,623,6,Alone,1,veryHigh
703,0,3,female,0,1,14,C,U,1014,Miss,113,1,Small,2,high
704,0,3,male,0,0,7,Q,U,1014,Mr,63,3,Alone,1,low
705,0,3,male,1,0,7,S,U,1014,Mr,623,4,Small,1,low
706,0,2,male,0,0,26,S,U,1014,Mr,623,7,Alone,2,veryHigh
707,1,2,female,0,0,13,S,U,1014,Mrs,293,8,Alone,1,high
708,1,1,male,0,0,26,S,E,41,Mr,623,8,Alone,1,veryHigh
709,1,1,female,0,0,151,S,U,1014,Miss,293,2,Alone,6,superhigh
710,1,3,male,1,1,15,C,U,1014,Master,157,3,Small,3,high
711,1,1,female,0,0,49,C,C,94,Miss,113,3,Alone,1,superhigh
712,0,1,male,0,0,26,S,C,94,Mr,623,2,Alone,1,veryHigh
713,1,1,male,1,0,52,S,C,94,Mr,623,9,Small,2,superhigh
714,0,3,male,0,0,9,S,U,1014,Mr,623,5,Alone,1,medium
715,0,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,2,high
716,0,3,male,0,0,7,S,F,21,Mr,623,1,Alone,1,low
717,1,1,female,0,0,227,C,C,94,Miss,113,7,Alone,5,superhigh
718,1,2,female,0,0,10,S,E,41,Miss,293,4,Alone,1,medium
719,0,3,male,0,0,15,Q,U,1014,Mr,63,7,Alone,2,high
720,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1,low
721,1,2,female,0,1,33,S,U,1014,Miss,293,0,Small,3,veryHigh
722,0,3,male,1,0,7,S,U,1014,Mr,623,1,Small,1,low
723,0,2,male,0,0,13,S,U,1014,Mr,623,6,Alone,1,high
724,0,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,1,high
725,1,1,male,1,0,53,S,E,41,Mr,623,4,Small,2,superhigh
726,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1,medium
727,1,2,female,3,0,21,S,U,1014,Mrs,293,5,Small,2,high
